file,title,description_length,canonical,hreflang,og,schema,h1_count,issues
"404.html","Không tìm thấy trang | Nguyễn Lan Anh","102","https://www.nguyenlananh.com/404.html","yes","yes","no","1","missing schema"
"admin/audit/index.html","Audit & Reports | Admin Nguyễn Lan Anh","0","","no","no","no","1","missing description; missing canonical; missing hreflang; missing og; missing schema"
"admin/content/index.html","Admin Content | Nguyễn Lan Anh","96","https://www.nguyenlananh.com/admin/content/","yes","yes","no","1","missing schema"
"admin/creator-applications/index.html","Creator Applications | Admin Nguyễn Lan Anh","0","","no","no","no","1","missing description; missing canonical; missing hreflang; missing og; missing schema"
"admin/creators/index.html","Admin Creators | Nguyễn Lan Anh","71","https://www.nguyenlananh.com/admin/creators/","yes","yes","no","1","missing schema"
"admin/dashboard/index.html","Bảng điều khiển quản trị | Nguyễn Lan Anh","82","https://www.nguyenlananh.com/admin/dashboard/","yes","yes","no","1","missing schema"
"admin/events/index.html","Sự kiện & Logs | Admin Nguyễn Lan Anh","0","","no","no","no","1","missing description; missing canonical; missing hreflang; missing og; missing schema"
"admin/index.html","Nền quản trị | Nguyễn Lan Anh","104","https://www.nguyenlananh.com/admin/","yes","yes","no","1","missing schema"
"admin/learning/index.html","Learning Platform | Admin Nguyễn Lan Anh","0","","no","no","no","1","missing description; missing canonical; missing hreflang; missing og; missing schema"
"admin/login/index.html","Đăng nhập Admin | Nguyễn Lan Anh","0","https://admin.nguyenlananh.com/login/","no","yes","no","1","missing description; missing hreflang; missing schema"
"admin/members/index.html","Admin Members | Nguyễn Lan Anh","55","https://www.nguyenlananh.com/admin/members/","yes","yes","no","1","missing schema"
"admin/payments/index.html","Quản lý Thanh toán nội bộ | Nguyenlananh.com","115","https://www.nguyenlananh.com/admin/payments/","yes","yes","no","1","missing schema"
"admin/pilot/index.html","Admin Pilot | Nguyễn Lan Anh","130","https://www.nguyenlananh.com/admin/pilot/","yes","yes","no","1","missing schema"
"admin/reflection/index.html","Admin Reflection | Nguyễn Lan Anh","111","https://www.nguyenlananh.com/admin/reflection/","yes","yes","no","1","missing schema"
"admin/settings/index.html","Admin Settings | Nguyễn Lan Anh","61","https://www.nguyenlananh.com/admin/settings/","yes","yes","no","1","missing schema"
"assessments/avoidance-map/index.html","Avoidance Map Professional Assessment | Nguyễn Lan Anh","87","https://www.nguyenlananh.com/assessments/avoidance-map/","yes","yes","no","1","missing schema"
"assessments/avoidance-map/review/index.html","Avoidance Map — Professional Review | Nguyễn Lan Anh","116","https://www.nguyenlananh.com/assessments/avoidance-map/review/","yes","yes","no","1","missing schema"
"assessments/index.html","Assessments — Đánh giá chuyên sâu | Nguyễn Lan Anh","79","https://www.nguyenlananh.com/assessments/","yes","yes","no","1","missing schema"
"assessments/personal-capital/business/index.html","Personal Capital — Business Diagnostic | Nguyễn Lan Anh","122","https://www.nguyenlananh.com/assessments/personal-capital/business/","yes","yes","no","1","missing schema"
"assessments/personal-capital/expert/index.html","Personal Capital — Expert Diagnostic | Nguyễn Lan Anh","101","https://www.nguyenlananh.com/assessments/personal-capital/expert/","yes","yes","no","1","missing schema"
"assessments/personal-capital/index.html","Personal Capital Diagnostic & Strategy | Nguyễn Lan Anh","106","https://www.nguyenlananh.com/assessments/personal-capital/","yes","yes","no","1","missing schema"
"assets/pdf/creative-workshop-guide.html","Hướng dẫn Xưởng Sáng tạo — 5 nhịp tạo tác — Nguyenlananh.com","92","https://www.nguyenlananh.com/assets/pdf/creative-workshop-guide.html","no","yes","no","1","missing hreflang; missing schema"
"assets/pdf/family-roots-map.html","Bản đồ Gốc rễ Gia đình — Nguyenlananh.com","101","https://www.nguyenlananh.com/assets/pdf/family-roots-map.html","no","yes","no","1","missing hreflang; missing schema"
"assets/pdf/inner-capital-filter.html","Bộ lọc Quyết định &amp; Vốn Nội tại — Nguyenlananh.com","109","https://www.nguyenlananh.com/assets/pdf/inner-capital-filter.html","no","yes","no","1","missing hreflang; missing schema"
"assets/pdf/loop-map-workbook.html","Workbook Bản đồ Vòng lặp — Nguyenlananh.com","109","https://www.nguyenlananh.com/assets/pdf/loop-map-workbook.html","no","yes","no","1","missing hreflang; missing schema"
"assets/pdf/space-declutter-guide.html","Hướng dẫn 7 Tầng Dọn dẹp — Nguyenlananh.com","99","https://www.nguyenlananh.com/assets/pdf/space-declutter-guide.html","no","yes","no","1","missing hreflang; missing schema"
"bai-viet/[slug]/index.html","Mẫu route bài viết | Nguyenlananh.com","130","https://www.nguyenlananh.com/bai-viet/[slug]/","yes","yes","no","1","missing schema"
"bai-viet/am-thanh-tu-than-khi-mot-tieng-hat-tro-thanh-cach-tro-ve/index.html","Âm thanh tự thân: khi một tiếng hát trở thành cách trở về","128","https://www.nguyenlananh.com/bai-viet/am-thanh-tu-than-khi-mot-tieng-hat-tro-thanh-cach-tro-ve/","yes","yes","yes","1","ok"
"bai-viet/ban-do-he-thong-doi-song-ca-nhan/index.html","Bạn Đang Sống Trong Một Hệ Thống Mà Chính Mình Chưa Từng Vẽ Ra | Nguyenlananh.com","147","https://www.nguyenlananh.com/bai-viet/ban-do-he-thong-doi-song-ca-nhan/","yes","yes","yes","1","ok"
"bai-viet/ban-do-ne-tranh/index.html","Khi mình không đối mặt, mình đang đi đường vòng | Nguyễn Lan Anh","135","https://www.nguyenlananh.com/bai-viet/ban-do-ne-tranh/","yes","yes","no","1","missing schema"
"bai-viet/ban-do-vong-lap-ca-nhan/index.html","Bản đồ vòng lặp cá nhân: 7 vòng lặp đang vận hành đời bạn","126","https://www.nguyenlananh.com/bai-viet/ban-do-vong-lap-ca-nhan/","yes","yes","yes","1","ok"
"bai-viet/ban-khong-thieu-kien-thuc/index.html","Bạn không thiếu kiến thức | Nguyễn Lan Anh","94","https://www.nguyenlananh.com/bai-viet/ban-khong-thieu-kien-thuc/","yes","yes","yes","1","ok"
"bai-viet/bon-truc-thay-doi/index.html","Bốn trục Quan sát Cảm nhận Hành động Chuyển hóa","137","https://www.nguyenlananh.com/bai-viet/bon-truc-thay-doi/","yes","yes","yes","1","ok"
"bai-viet/cai-choi/index.html","Cái chổi và việc nhỏ làm đời sống rõ lại | Nguyenlananh.com","149","https://www.nguyenlananh.com/bai-viet/cai-choi/","yes","yes","yes","1","ok"
"bai-viet/chi-can-dung/index.html","Cuộc đời bạn không cần tối ưu, chỉ cần đúng","117","https://www.nguyenlananh.com/bai-viet/chi-can-dung/","yes","yes","yes","1","ok"
"bai-viet/chu-tam-sau/index.html","Chú tâm sâu: phục hồi khả năng tập trung đã mất","135","https://www.nguyenlananh.com/bai-viet/chu-tam-sau/","yes","yes","yes","1","ok"
"bai-viet/chua-tung-co-huong/index.html","Bạn không mất phương hướng, bạn chưa từng có hướng","109","https://www.nguyenlananh.com/bai-viet/chua-tung-co-huong/","yes","yes","yes","1","ok"
"bai-viet/chuyen-muc/dau-tu-ban-than/index.html","Đầu tư bản thân | Chuyên mục | Nguyenlananh.com","98","https://www.nguyenlananh.com/bai-viet/chuyen-muc/dau-tu-ban-than/","yes","yes","yes","1","ok"
"bai-viet/chuyen-muc/di-vao-ben-trong/index.html","Đi vào bên trong | Chuyên mục | Nguyenlananh.com","99","https://www.nguyenlananh.com/bai-viet/chuyen-muc/di-vao-ben-trong/","yes","yes","yes","1","ok"
"bai-viet/chuyen-muc/du-an-nhat-ky/index.html","Dự án nhật ký | Chuyên mục | Nguyenlananh.com","93","https://www.nguyenlananh.com/bai-viet/chuyen-muc/du-an-nhat-ky/","yes","yes","yes","1","ok"
"bai-viet/chuyen-muc/gia-tri-noi-tai/index.html","Giá trị nội tại | Chuyên mục | Nguyenlananh.com","113","https://www.nguyenlananh.com/bai-viet/chuyen-muc/gia-tri-noi-tai/","yes","yes","yes","1","ok"
"bai-viet/chuyen-muc/lao-dong-sang-tao/index.html","Lao động sáng tạo | Chuyên mục | Nguyenlananh.com","87","https://www.nguyenlananh.com/bai-viet/chuyen-muc/lao-dong-sang-tao/","yes","yes","yes","1","ok"
"bai-viet/chuyen-muc/mon-hoc-don-dep/index.html","Môn học dọn dẹp | Chuyên mục | Nguyenlananh.com","102","https://www.nguyenlananh.com/bai-viet/chuyen-muc/mon-hoc-don-dep/","yes","yes","yes","1","ok"
"bai-viet/co-don-khong-phai-vi-thieu-nguoi/index.html","Cô đơn không phải vì thiếu người | Nguyenlananh.com","123","https://www.nguyenlananh.com/bai-viet/co-don-khong-phai-vi-thieu-nguoi/","yes","yes","yes","1","ok"
"bai-viet/co-nguoi-can-dung-lai/index.html","Không phải ai cũng cần phát triển thêm","127","https://www.nguyenlananh.com/bai-viet/co-nguoi-can-dung-lai/","yes","yes","yes","1","ok"
"bai-viet/cong-dong-dong-hanh-va-truong-thanh/index.html","Một Cộng Đồng Tốt Không Giữ Bạn Lại; Nó Giúp Bạn Đứng Vững Hơn | Nguyenlananh.com","104","https://www.nguyenlananh.com/bai-viet/cong-dong-dong-hanh-va-truong-thanh/","yes","yes","yes","1","ok"
"bai-viet/cong-dong-song-moi/index.html","Cộng đồng sống mới | Nguyenlananh.com","155","https://www.nguyenlananh.com/bai-viet/cong-dong-song-moi/","yes","yes","no","1","missing schema"
"bai-viet/dau-tu-ban-than/index.html","Đầu tư bản thân | Bài viết | Nguyenlananh.com","139","https://www.nguyenlananh.com/bai-viet/dau-tu-ban-than/","yes","yes","no","1","missing schema"
"bai-viet/dau-tu-ban-than-hoc-tap-nhan-thuc-cao-hon/index.html","Đầu tư bản thân - học tập nhận thức cao hơn | Nguyenlananh.com","119","https://www.nguyenlananh.com/bai-viet/dau-tu-ban-than-hoc-tap-nhan-thuc-cao-hon/","yes","yes","yes","1","ok"
"bai-viet/dau-tu-ban-than-khong-ao-tuong-doi-doi/index.html","Đầu tư bản thân không ảo tưởng đổi đời | Nguyenlananh.com","143","https://www.nguyenlananh.com/bai-viet/dau-tu-ban-than-khong-ao-tuong-doi-doi/","yes","yes","yes","1","ok"
"bai-viet/dau-tu-hien-tai-tu-do-tuong-lai/index.html","Đầu tư hiện tại - tự do tương lai | Nguyenlananh.com","117","https://www.nguyenlananh.com/bai-viet/dau-tu-hien-tai-tu-do-tuong-lai/","yes","yes","yes","1","ok"
"bai-viet/di-vao-ben-trong/index.html","Đi vào bên trong | Bài viết | Nguyenlananh.com","75","https://www.nguyenlananh.com/bai-viet/di-vao-ben-trong/","yes","yes","no","1","missing schema"
"bai-viet/di-vao-ben-trong-giai-ma-nhung-gi-dang-van-hanh-ban/index.html","Giải mã những gì đang vận hành bạn | Nguyenlananh.com","149","https://www.nguyenlananh.com/bai-viet/di-vao-ben-trong-giai-ma-nhung-gi-dang-van-hanh-ban/","yes","yes","no","1","missing schema"
"bai-viet/diem-nghen-cam-xuc/index.html","Điểm nghẽn cảm xúc: nơi bạn dừng lại mỗi lần muốn đi tiếp | Nguyễn Lan Anh","124","https://www.nguyenlananh.com/bai-viet/diem-nghen-cam-xuc/","yes","yes","no","1","missing schema"
"bai-viet/dieu-ban-dang-tranh/index.html","Điều bạn đang tránh chính là điều cần nhìn","115","https://www.nguyenlananh.com/bai-viet/dieu-ban-dang-tranh/","yes","yes","yes","1","ok"
"bai-viet/dieu-dang-tiec-nhat-khi-ket-thuc-mot-kiep-song/index.html","Điều đáng tiếc nhất khi kết thúc một kiếp sống | Nguyenlananh.com","77","https://www.nguyenlananh.com/bai-viet/dieu-dang-tiec-nhat-khi-ket-thuc-mot-kiep-song/","yes","yes","yes","1","ok"
"bai-viet/dieu-tre-em-can-khong-chi-la-day-dung/index.html","Điều trẻ em cần không chỉ là dạy đúng | Nguyenlananh.com","128","https://www.nguyenlananh.com/bai-viet/dieu-tre-em-can-khong-chi-la-day-dung/","yes","yes","yes","1","ok"
"bai-viet/dong-chay-sang-tao-dong-chay-su-song/index.html","Dòng chảy sáng tạo - dòng chảy sự sống | Nguyenlananh.com","131","https://www.nguyenlananh.com/bai-viet/dong-chay-sang-tao-dong-chay-su-song/","yes","yes","yes","1","ok"
"bai-viet/du-an-37-ngay/index.html","Dự án 37 ngày | Nguyenlananh.com","117","https://www.nguyenlananh.com/bai-viet/du-an-37-ngay/","yes","yes","yes","1","ok"
"bai-viet/du-an-buoc/index.html","Dự án BƯỚC | Nguyenlananh.com","111","https://www.nguyenlananh.com/bai-viet/du-an-buoc/","yes","yes","yes","1","ok"
"bai-viet/du-an-doi-song-37-ngay/index.html","Đừng Cố Thay Đổi Cả Cuộc Đời: Hãy Hoàn Thành Một Dự Án Đủ Thật | Nguyenlananh.com","101","https://www.nguyenlananh.com/bai-viet/du-an-doi-song-37-ngay/","yes","yes","yes","1","ok"
"bai-viet/du-an-nhat-ky/index.html","Dự án nhật ký | Bài viết | Nguyenlananh.com","135","https://www.nguyenlananh.com/bai-viet/du-an-nhat-ky/","yes","yes","no","1","missing schema"
"bai-viet/gan-duc-khoi-trong/index.html","Gạn đục khơi trong | Nguyenlananh.com","148","https://www.nguyenlananh.com/bai-viet/gan-duc-khoi-trong/","yes","yes","no","1","missing schema"
"bai-viet/gia-dinh-khong-chi-la-noi-ta-lon-len/index.html","Gia đình không chỉ là nơi ta lớn lên | Nguyenlananh.com","125","https://www.nguyenlananh.com/bai-viet/gia-dinh-khong-chi-la-noi-ta-lon-len/","yes","yes","yes","1","ok"
"bai-viet/gia-tri-cuoc-doi-ban-dang-gia-bao-nhieu/index.html","Giá trị cuộc đời bạn đáng giá bao nhiêu | Nguyenlananh.com","76","https://www.nguyenlananh.com/bai-viet/gia-tri-cuoc-doi-ban-dang-gia-bao-nhieu/","yes","yes","yes","1","ok"
"bai-viet/gia-tri-nao-la-vinh-cuu-truoc-song-gio/index.html","Giá trị nào là vĩnh cửu trước sóng gió | Nguyenlananh.com","125","https://www.nguyenlananh.com/bai-viet/gia-tri-nao-la-vinh-cuu-truoc-song-gio/","yes","yes","yes","1","ok"
"bai-viet/gia-tri-noi-tai/index.html","Giá trị nội tại | Bài viết | Nguyenlananh.com","137","https://www.nguyenlananh.com/bai-viet/gia-tri-noi-tai/","yes","yes","no","1","missing schema"
"bai-viet/hanh-trinh-di-vao-ben-trong/index.html","Hành trình đi vào bên trong | Nguyenlananh.com","135","https://www.nguyenlananh.com/bai-viet/hanh-trinh-di-vao-ben-trong/","yes","yes","yes","1","ok"
"bai-viet/he-gia-dinh-noi-phan-xa-duoc-hoc/index.html","Hệ gia đình nơi phản xạ được học | Nguyenlananh.com","147","https://www.nguyenlananh.com/bai-viet/he-gia-dinh-noi-phan-xa-duoc-hoc/","yes","yes","yes","1","ok"
"bai-viet/he-gia-dinh-va-goc-re/index.html","Hệ gia đình và gốc rễ: gỡ vòng lặp liên thế hệ","97","https://www.nguyenlananh.com/bai-viet/he-gia-dinh-va-goc-re/","yes","yes","yes","1","ok"
"bai-viet/he-gia-dinh-va-quyen-lua-chon/index.html","Điều Gì Trong Gia Đình Vẫn Đang Quyết Định Thay Bạn? | Nguyenlananh.com","104","https://www.nguyenlananh.com/bai-viet/he-gia-dinh-va-quyen-lua-chon/","yes","yes","yes","1","ok"
"bai-viet/he-van-hanh-lao-dong-sang-tao/index.html","Sáng Tạo Không Phải Cảm Hứng: Đó Là Một Hệ Vận Hành Có Thể Xây Được | Nguyenlananh.com","109","https://www.nguyenlananh.com/bai-viet/he-van-hanh-lao-dong-sang-tao/","yes","yes","yes","1","ok"
"bai-viet/hieu-cuoc-doi-minh/index.html","Bạn không cần đổi cuộc đời, bạn cần hiểu nó","122","https://www.nguyenlananh.com/bai-viet/hieu-cuoc-doi-minh/","yes","yes","yes","1","ok"
"bai-viet/hoc-tap-sang-tao-truong-thanh/index.html","Học tập - sáng tạo - trưởng thành | Nguyenlananh.com","129","https://www.nguyenlananh.com/bai-viet/hoc-tap-sang-tao-truong-thanh/","yes","yes","yes","1","ok"
"bai-viet/hoi-sinh-su-song-tu-su-sang-tao-nguyen-so/index.html","Hồi sinh sự sống từ sự sáng tạo nguyên sơ | Nguyenlananh.com","133","https://www.nguyenlananh.com/bai-viet/hoi-sinh-su-song-tu-su-sang-tao-nguyen-so/","yes","yes","yes","1","ok"
"bai-viet/im-lang-noi-ban-van-dang-ne/index.html","Im lặng nơi bạn vẫn đang né | Nguyenlananh.com","134","https://www.nguyenlananh.com/bai-viet/im-lang-noi-ban-van-dang-ne/","yes","yes","yes","1","ok"
"bai-viet/index.html","Bài viết | Nguyenlananh.com","126","https://www.nguyenlananh.com/bai-viet/","yes","yes","no","1","missing schema"
"bai-viet/ket-noi-linh-hon-vat-the/index.html","Kết nối linh hồn vật thể | Nguyenlananh.com","133","https://www.nguyenlananh.com/bai-viet/ket-noi-linh-hon-vat-the/","yes","yes","yes","1","ok"
"bai-viet/ket-noi-sang-tao/index.html","Kết nối sáng tạo | Nguyenlananh.com","70","https://www.nguyenlananh.com/bai-viet/ket-noi-sang-tao/","yes","yes","yes","1","ok"
"bai-viet/khi-doi-song-bat-dau-roi-khoi-tay-minh/index.html","Khi Đời Sống Bắt Đầu Rơi Khỏi Tay Mình | Nguyễn Lan Anh","138","https://www.nguyenlananh.com/bai-viet/khi-doi-song-bat-dau-roi-khoi-tay-minh/","yes","yes","yes","1","ok"
"bai-viet/khi-moi-truong-khong-con-phu-hop/index.html","Khi môi trường không còn phù hợp | Nguyenlananh.com","88","https://www.nguyenlananh.com/bai-viet/khi-moi-truong-khong-con-phu-hop/","yes","yes","no","1","missing schema"
"bai-viet/khi-mot-goc-nha-duoc-dat-lai-dung-cho/index.html","Khi Một Góc Nhà Được Đặt Lại Đúng Chỗ | Nguyễn Lan Anh","122","https://www.nguyenlananh.com/bai-viet/khi-mot-goc-nha-duoc-dat-lai-dung-cho/","yes","yes","yes","1","ok"
"bai-viet/khoi-tu-tam/index.html","Khởi từ tâm | Nguyenlananh.com","120","https://www.nguyenlananh.com/bai-viet/khoi-tu-tam/","yes","yes","no","1","missing schema"
"bai-viet/khong-gian-song-va-nang-luc-hanh-dong/index.html","Ngôi Nhà Đang Giữ Bạn Lại Hay Đang Giúp Bạn Sống Rõ Hơn? | Nguyenlananh.com","122","https://www.nguyenlananh.com/bai-viet/khong-gian-song-va-nang-luc-hanh-dong/","yes","yes","yes","1","ok"
"bai-viet/khong-phai-ban-thieu-ky-luat-ma-thieu-mot-nhip-song-that/index.html","Không Phải Thiếu Kỷ Luật — Thiếu Nhịp Sống Thật | Nguyễn Lan Anh","117","https://www.nguyenlananh.com/bai-viet/khong-phai-ban-thieu-ky-luat-ma-thieu-mot-nhip-song-that/","yes","yes","yes","1","ok"
"bai-viet/kien-tao-mot-doi-song-y-nghia/index.html","Kiến tạo một đời sống ý nghĩa | Nguyenlananh.com","137","https://www.nguyenlananh.com/bai-viet/kien-tao-mot-doi-song-y-nghia/","yes","yes","yes","1","ok"
"bai-viet/kinh-te-cua-su-ro-rang/index.html","Kinh tế của sự rõ ràng: đầu tư theo hệ vốn nội tại","100","https://www.nguyenlananh.com/bai-viet/kinh-te-cua-su-ro-rang/","yes","yes","yes","1","ok"
"bai-viet/kinh-te-noi-tai-va-nguon-luc-ca-nhan/index.html","Trước Khi Tăng Thu Nhập, Hãy Nhìn Lại Cách Đời Sống Đang Tiêu Hao Nguồn Lực | Nguyenlananh.com","101","https://www.nguyenlananh.com/bai-viet/kinh-te-noi-tai-va-nguon-luc-ca-nhan/","yes","yes","yes","1","ok"
"bai-viet/lang-nghe-va-ra-quyet-dinh-ro-rang/index.html","Không Phải Lựa Chọn Nào Cũng Cần Thêm Lời Khuyên | Nguyenlananh.com","106","https://www.nguyenlananh.com/bai-viet/lang-nghe-va-ra-quyet-dinh-ro-rang/","yes","yes","yes","1","ok"
"bai-viet/lao-dong-sang-tao/index.html","Lao động sáng tạo | Bài viết | Nguyenlananh.com","115","https://www.nguyenlananh.com/bai-viet/lao-dong-sang-tao/","yes","yes","no","1","missing schema"
"bai-viet/lao-dong-sang-tao-he-van-hanh/index.html","Lao động sáng tạo như hệ vận hành đời sống","110","https://www.nguyenlananh.com/bai-viet/lao-dong-sang-tao-he-van-hanh/","yes","yes","yes","1","ok"
"bai-viet/lao-dong-sang-tao-khong-phai-dau-ra-ma-la-cach-song/index.html","Lao động sáng tạo không phải đầu ra mà là cách sống","140","https://www.nguyenlananh.com/bai-viet/lao-dong-sang-tao-khong-phai-dau-ra-ma-la-cach-song/","yes","yes","yes","1","ok"
"bai-viet/minh-dang-di-con-duong-gi/index.html","Mình đang đi con đường gì | Nguyenlananh.com","75","https://www.nguyenlananh.com/bai-viet/minh-dang-di-con-duong-gi/","yes","yes","yes","1","ok"
"bai-viet/moi-truong-la-nguoi-thay-vo-hinh/index.html","Môi trường là người thầy vô hình | Nguyenlananh.com","126","https://www.nguyenlananh.com/bai-viet/moi-truong-la-nguoi-thay-vo-hinh/","yes","yes","yes","1","ok"
"bai-viet/mon-hoc-don-dep/index.html","Môn học dọn dẹp | Bài viết | Nguyenlananh.com","129","https://www.nguyenlananh.com/bai-viet/mon-hoc-don-dep/","yes","yes","no","1","missing schema"
"bai-viet/mon-hoc-don-dep-tong-quan/index.html","Môn học dọn dẹp tổng quan | Nguyenlananh.com","73","https://www.nguyenlananh.com/bai-viet/mon-hoc-don-dep-tong-quan/","yes","yes","yes","1","ok"
"bai-viet/mot-nguoi-dong-hanh-dung-khong-keo-ban-di-nhanh-hon/index.html","Đồng Hành Đúng Không Kéo Bạn Nhanh Hơn | Nguyễn Lan Anh","126","https://www.nguyenlananh.com/bai-viet/mot-nguoi-dong-hanh-dung-khong-keo-ban-di-nhanh-hon/","yes","yes","yes","1","ok"
"bai-viet/nen-tang-ranh-gioi/index.html","Nền tảng ranh giới: bảo vệ mình không phải là cô lập mình | Nguyễn Lan Anh","101","https://www.nguyenlananh.com/bai-viet/nen-tang-ranh-gioi/","yes","yes","no","1","missing schema"
"bai-viet/neu-minh-sai-thi-sao/index.html","Nếu mình sai thì sao | Nguyenlananh.com","134","https://www.nguyenlananh.com/bai-viet/neu-minh-sai-thi-sao/","yes","yes","no","1","missing schema"
"bai-viet/nghe-lai-thu-minh-da-im-lang-qua-lau/index.html","Nghe Lại: Thứ Mình Đã Im Lặng Quá Lâu | Nguyễn Lan Anh","98","https://www.nguyenlananh.com/bai-viet/nghe-lai-thu-minh-da-im-lang-qua-lau/","yes","yes","yes","1","ok"
"bai-viet/ngoi-nha-thu-2/index.html","Ngôi nhà thứ 2 | Nguyenlananh.com","163","https://www.nguyenlananh.com/bai-viet/ngoi-nha-thu-2/","yes","yes","no","1","missing schema"
"bai-viet/ngoi-nha-thu-hai-noi-ban-dang-song-moi-ngay/index.html","Ngôi nhà thứ hai và môi trường làm việc | Nguyenlananh.com","165","https://www.nguyenlananh.com/bai-viet/ngoi-nha-thu-hai-noi-ban-dang-song-moi-ngay/","yes","yes","no","1","missing schema"
"bai-viet/nhat-ky-37-ngay-lam-chu-ngay-1/index.html","Nhật ký 37 ngày làm chủ – Ngày 1 | Nguyenlananh.com","136","https://www.nguyenlananh.com/bai-viet/nhat-ky-37-ngay-lam-chu-ngay-1/","yes","yes","no","1","missing schema"
"bai-viet/nhung-vong-lap-ban-chua-goi-ten/index.html","Vòng lặp điều bạn chưa gọi đúng tên | Nguyenlananh.com","133","https://www.nguyenlananh.com/bai-viet/nhung-vong-lap-ban-chua-goi-ten/","yes","yes","yes","1","ok"
