file,title,description_length,canonical,hreflang,og,schema,h1_count,issues
"bai-viet/nuoi-day-tre-khong-lam-gay-tu-nhien/index.html","Nuôi dạy trẻ không làm gãy tự nhiên | Nguyenlananh.com","138","https://www.nguyenlananh.com/bai-viet/nuoi-day-tre-khong-lam-gay-tu-nhien/","yes","yes","yes","1","ok"
"bai-viet/quan-tri-nang-luong/index.html","Quản trị năng lượng: thiết kế ngày theo nhịp của bạn","134","https://www.nguyenlananh.com/bai-viet/quan-tri-nang-luong/","yes","yes","yes","1","ok"
"bai-viet/quet-la-va-viec-hoc/index.html","Quét lá và việc học | Nguyenlananh.com","133","https://www.nguyenlananh.com/bai-viet/quet-la-va-viec-hoc/","yes","yes","yes","1","ok"
"bai-viet/ranh-gioi-lanh-manh/index.html","Ranh giới lành mạnh: nói không mà không thấy tội lỗi","136","https://www.nguyenlananh.com/bai-viet/ranh-gioi-lanh-manh/","yes","yes","yes","1","ok"
"bai-viet/sai-moi-truong/index.html","Bạn không kém, bạn đang ở sai môi trường","78","https://www.nguyenlananh.com/bai-viet/sai-moi-truong/","yes","yes","yes","1","ok"
"bai-viet/song-sai-nhip/index.html","Bạn không mệt vì làm nhiều, bạn mệt vì sai nhịp","118","https://www.nguyenlananh.com/bai-viet/song-sai-nhip/","yes","yes","yes","1","ok"
"bai-viet/song-theo-dong-chay/index.html","Sống theo dòng chảy | Nguyenlananh.com","134","https://www.nguyenlananh.com/bai-viet/song-theo-dong-chay/","yes","yes","no","1","missing schema"
"bai-viet/song-theo-thoi-quen/index.html","Bạn đang sống theo thói quen hay lựa chọn?","75","https://www.nguyenlananh.com/bai-viet/song-theo-thoi-quen/","yes","yes","yes","1","ok"
"bai-viet/su-du-va-tien-bac/index.html","Sự đủ: thoát vòng lặp thiếu thốn trong tâm lý tiền bạc","122","https://www.nguyenlananh.com/bai-viet/su-du-va-tien-bac/","yes","yes","yes","1","ok"
"bai-viet/tai-thiet-khong-gian-song/index.html","Tái thiết không gian sống: môn học dọn dẹp chuyển hóa","112","https://www.nguyenlananh.com/bai-viet/tai-thiet-khong-gian-song/","yes","yes","yes","1","ok"
"bai-viet/thiet-ke-moi-truong-song-phu-hop/index.html","Bạn Không Chỉ Sống Trong Một Căn Nhà; Bạn Sống Trong Một Hệ Ảnh Hưởng | Nguyenlananh.com","113","https://www.nguyenlananh.com/bai-viet/thiet-ke-moi-truong-song-phu-hop/","yes","yes","yes","1","ok"
"bai-viet/thiet-ke-nhip-song-ben-vung/index.html","Một Đời Sống Bền Vững Không Được Xây Bằng Kỷ Luật Cưỡng Ép | Nguyenlananh.com","130","https://www.nguyenlananh.com/bai-viet/thiet-ke-nhip-song-ben-vung/","yes","yes","yes","1","ok"
"bai-viet/thieu-su-that/index.html","Bạn không thiếu động lực, bạn thiếu sự thật","110","https://www.nguyenlananh.com/bai-viet/thieu-su-that/","yes","yes","yes","1","ok"
"bai-viet/truong-thanh-thong-qua-mon-hoc-don-dep/index.html","Trưởng thành thông qua môn học dọn dẹp | Nguyenlananh.com","75","https://www.nguyenlananh.com/bai-viet/truong-thanh-thong-qua-mon-hoc-don-dep/","yes","yes","yes","1","ok"
"bai-viet/tu-55-trieu-den-tu-do/index.html","Từ 55 triệu đến tự do | Nguyenlananh.com","73","https://www.nguyenlananh.com/bai-viet/tu-55-trieu-den-tu-do/","yes","yes","yes","1","ok"
"bai-viet/viet-phan-tu/index.html","Viết phản tư: dùng trang giấy để hiểu chính mình","131","https://www.nguyenlananh.com/bai-viet/viet-phan-tu/","yes","yes","yes","1","ok"
"bai-viet/vu-tru-vat-chat/index.html","Vũ trụ vật chất | Nguyenlananh.com","157","https://www.nguyenlananh.com/bai-viet/vu-tru-vat-chat/","yes","yes","no","1","missing schema"
"bat-dau/7-ngay-thiet-lap-nhip-song-moi/index.html","Bảy ngày để thiết lập một nhịp sống mới | Hướng dẫn","148","https://www.nguyenlananh.com/bat-dau/7-ngay-thiet-lap-nhip-song-moi/","yes","yes","yes","1","ok"
"bat-dau/bat-dau-trong-15-phut/index.html","Bắt đầu với Nguyenlananh.com trong 15 phút | Hướng dẫn","151","https://www.nguyenlananh.com/bat-dau/bat-dau-trong-15-phut/","yes","yes","yes","1","ok"
"bat-dau/index.html","Hướng dẫn — Bắt đầu với Nguyenlananh.com | Nguyenlananh.com","141","https://www.nguyenlananh.com/bat-dau/","yes","yes","no","1","missing schema"
"bat-dau/vi-sao-day-la-mot-he-thuc-hanh/index.html","Vì sao Nguyenlananh.com là một hệ thực hành | Hướng dẫn","138","https://www.nguyenlananh.com/bat-dau/vi-sao-day-la-mot-he-thuc-hanh/","yes","yes","yes","1","ok"
"certification/index.html","Certification — Chứng nhận chuyên môn | Nguyễn Lan Anh","70","https://www.nguyenlananh.com/certification/","yes","yes","no","1","missing schema"
"certification/practice-companion-level-1/index.html","Certified Practice Companion — Level 1 | Nguyễn Lan Anh","103","https://www.nguyenlananh.com/certification/practice-companion-level-1/","yes","yes","no","1","missing schema"
"certification/practice-method-designer/index.html","Practice Method Designer Certification | Nguyễn Lan Anh","80","https://www.nguyenlananh.com/certification/practice-method-designer/","yes","yes","no","1","missing schema"
"chinh-sach-bao-mat/index.html","Chính sách bảo mật | Nguyenlananh.com","117","https://www.nguyenlananh.com/chinh-sach-bao-mat/","yes","yes","no","1","missing schema"
"chuong-trinh/ban-do-vong-lap/index.html","Bộ Bản đồ Vòng lặp — 21 ngày | Chương trình | Nguyenlananh.com","143","https://www.nguyenlananh.com/chuong-trinh/ban-do-vong-lap/","yes","yes","yes","1","ok"
"chuong-trinh/bo-chu-tam-sau/index.html","Bộ Chú tâm Sâu — 21 ngày | Chương trình | Nguyenlananh.com","124","https://www.nguyenlananh.com/chuong-trinh/bo-chu-tam-sau/","yes","yes","yes","1","ok"
"chuong-trinh/bo-quan-tri-nang-luong/index.html","Bộ Quản trị năng lượng — 14 ngày | Nguyễn Lan Anh","144","https://www.nguyenlananh.com/chuong-trinh/bo-quan-tri-nang-luong/","yes","yes","yes","1","ok"
"chuong-trinh/bo-ranh-gioi/index.html","Bộ Ranh giới — 14 ngày | Chương trình | Nguyenlananh.com","132","https://www.nguyenlananh.com/chuong-trinh/bo-ranh-gioi/","yes","yes","yes","1","ok"
"chuong-trinh/dau-tu-noi-tai/index.html","Đầu tư Nội tại — 90 ngày | Chương trình | Nguyenlananh.com","145","https://www.nguyenlananh.com/chuong-trinh/dau-tu-noi-tai/","yes","yes","yes","1","ok"
"chuong-trinh/gia-dinh-goc-re/index.html","Gia đình & Gốc rễ — 8 tuần | Chương trình | Nguyenlananh.com","136","https://www.nguyenlananh.com/chuong-trinh/gia-dinh-goc-re/","yes","yes","yes","1","ok"
"chuong-trinh/index.html","Chương trình | Nguyenlananh.com","108","https://www.nguyenlananh.com/chuong-trinh/","yes","yes","no","1","missing schema"
"chuong-trinh/nhat-ky-phan-tu/index.html","Nhật ký Phản tư — 30 ngày | Chương trình | Nguyenlananh.com","126","https://www.nguyenlananh.com/chuong-trinh/nhat-ky-phan-tu/","yes","yes","yes","1","ok"
"chuong-trinh/so-tay-su-du/index.html","Sổ tay Sự đủ — 30 ngày | Chương trình | Nguyenlananh.com","123","https://www.nguyenlananh.com/chuong-trinh/so-tay-su-du/","yes","yes","yes","1","ok"
"chuong-trinh/tai-thiet-khong-gian/index.html","Tái thiết Không gian — 30 ngày | Chương trình | Nguyenlananh.com","150","https://www.nguyenlananh.com/chuong-trinh/tai-thiet-khong-gian/","yes","yes","yes","1","ok"
"chuong-trinh/xuong-sang-tao/index.html","Xưởng Lao động Sáng tạo | Chương trình | Nguyenlananh.com","142","https://www.nguyenlananh.com/chuong-trinh/xuong-sang-tao/","yes","yes","yes","1","ok"
"creators/apply/index.html","Đăng ký làm creator | Nguyễn Lan Anh","65","https://www.nguyenlananh.com/creators/apply/","yes","yes","no","1","missing schema"
"creators/index.html","Nhà sáng tạo nội dung | Nguyễn Lan Anh","92","https://www.nguyenlananh.com/creators/","yes","yes","no","1","missing schema"
"creators/policy/index.html","Chính sách Creator | Quyền IP · Đồng thuận · Doanh thu","95","https://www.nguyenlananh.com/creators/policy/","yes","yes","no","1","missing schema"
"creators/profile/index.html","Creator Profile | Nguyễn Lan Anh","28","https://www.nguyenlananh.com/creators/profile/","yes","yes","no","1","missing schema"
"dieu-khoan/index.html","Điều khoản sử dụng | Nguyenlananh.com","147","https://www.nguyenlananh.com/dieu-khoan/","yes","yes","no","1","missing schema"
"du-an/du-an-37-ngay/index.html","Dự án 37 ngày | Nguyenlananh.com","140","https://www.nguyenlananh.com/du-an/du-an-37-ngay/","yes","yes","no","1","missing schema"
"du-an/du-an-buoc/index.html","Dự án BƯỚC | Nguyenlananh.com","147","https://www.nguyenlananh.com/du-an/du-an-buoc/","yes","yes","no","1","missing schema"
"du-an/index.html","Dự án thực hành — Hành trình làm chủ đời sống | Nguyenlananh.com","155","https://www.nguyenlananh.com/du-an/","yes","yes","no","1","missing schema"
"en/admin/content/index.html","Admin Content | Nguyenlananh.com","70","https://www.nguyenlananh.com/en/admin/content/","yes","yes","no","1","missing schema"
"en/admin/creators/index.html","Admin Creators | Nguyenlananh.com","131","https://www.nguyenlananh.com/en/admin/creators/","yes","yes","no","1","missing schema"
"en/admin/dashboard/index.html","Admin Dashboard | Nguyenlananh.com","64","https://www.nguyenlananh.com/en/admin/dashboard/","yes","yes","no","1","missing schema"
"en/admin/index.html","Admin Foundation | Nguyenlananh.com","155","https://www.nguyenlananh.com/en/admin/","yes","yes","no","1","missing schema"
"en/admin/members/index.html","Admin Members | Nguyenlananh.com","101","https://www.nguyenlananh.com/en/admin/members/","yes","yes","no","1","missing schema"
"en/admin/payments/index.html","Admin Payments | Nguyenlananh.com","125","https://www.nguyenlananh.com/en/admin/payments/","yes","yes","no","1","missing schema"
"en/admin/pilot/index.html","Admin Pilot | Nguyenlananh.com","151","https://www.nguyenlananh.com/en/admin/pilot/","yes","yes","no","1","missing schema"
"en/admin/reflection/index.html","Admin Reflection | Nguyenlananh.com","124","https://www.nguyenlananh.com/en/admin/reflection/","yes","yes","no","1","missing schema"
"en/admin/settings/index.html","Admin Settings | Nguyenlananh.com","142","https://www.nguyenlananh.com/en/admin/settings/","yes","yes","no","1","missing schema"
"en/assessments/avoidance-map/index.html","Avoidance Map | Lan Anh Nguyen","92","https://www.nguyenlananh.com/en/assessments/avoidance-map/","yes","yes","no","1","missing schema"
"en/assessments/personal-capital/index.html","Personal Capital Assessment | Lan Anh Nguyen","97","https://www.nguyenlananh.com/en/assessments/personal-capital/","yes","yes","no","1","missing schema"
"en/bai-viet/[slug]/index.html","Mau route bai viet | Nguyenlananh.com","130","https://www.nguyenlananh.com/en/bai-viet/[slug]/","yes","yes","no","1","missing schema"
"en/bai-viet/am-thanh-tu-than-khi-mot-tieng-hat-tro-thanh-cach-tro-ve/index.html","Self-Sound Practice: When a Small Song Becomes a Way Back","152","https://www.nguyenlananh.com/en/bai-viet/am-thanh-tu-than-khi-mot-tieng-hat-tro-thanh-cach-tro-ve/","yes","yes","yes","1","ok"
"en/bai-viet/ban-do-vong-lap-ca-nhan/index.html","Your Personal Loop Map: 7 Loops Running Your Life","110","https://www.nguyenlananh.com/en/bai-viet/ban-do-vong-lap-ca-nhan/","yes","yes","yes","1","ok"
"en/bai-viet/ban-khong-thieu-kien-thuc/index.html","You Do Not Lack Knowledge, You Lack Clarity | Nguyenlananh.com","122","https://www.nguyenlananh.com/en/bai-viet/ban-khong-thieu-kien-thuc/","yes","yes","yes","1","ok"
"en/bai-viet/bon-truc-thay-doi/index.html","The Four Axes of Change | Nguyenlananh.com","132","https://www.nguyenlananh.com/en/bai-viet/bon-truc-thay-doi/","yes","yes","yes","1","ok"
"en/bai-viet/cai-choi/index.html","The Broom — Small Work That Makes Life Clear Again","138","https://www.nguyenlananh.com/en/bai-viet/cai-choi/","yes","yes","yes","1","ok"
"en/bai-viet/chi-can-dung/index.html","Your Life Does Not Need Optimization, Only Alignment","90","https://www.nguyenlananh.com/en/bai-viet/chi-can-dung/","yes","yes","yes","1","ok"
"en/bai-viet/chu-tam-sau/index.html","Deep Focus: Recovering the Attention You Lost","139","https://www.nguyenlananh.com/en/bai-viet/chu-tam-sau/","yes","yes","yes","1","ok"
"en/bai-viet/chua-tung-co-huong/index.html","You Have Not Lost Direction, You Never Truly Had One","87","https://www.nguyenlananh.com/en/bai-viet/chua-tung-co-huong/","yes","yes","yes","1","ok"
"en/bai-viet/chuyen-muc/dau-tu-ban-than/index.html","Self-Investment | Articles | Nguyenlananh.com","97","https://www.nguyenlananh.com/en/bai-viet/chuyen-muc/dau-tu-ban-than/","yes","yes","yes","1","ok"
"en/bai-viet/chuyen-muc/di-vao-ben-trong/index.html","Inner Work | Articles | Nguyenlananh.com","102","https://www.nguyenlananh.com/en/bai-viet/chuyen-muc/di-vao-ben-trong/","yes","yes","yes","1","ok"
"en/bai-viet/chuyen-muc/du-an-nhat-ky/index.html","Project Journal | Articles | Nguyenlananh.com","81","https://www.nguyenlananh.com/en/bai-viet/chuyen-muc/du-an-nhat-ky/","yes","yes","yes","1","ok"
"en/bai-viet/chuyen-muc/gia-tri-noi-tai/index.html","Inner Value | Articles | Nguyenlananh.com","116","https://www.nguyenlananh.com/en/bai-viet/chuyen-muc/gia-tri-noi-tai/","yes","yes","yes","1","ok"
"en/bai-viet/chuyen-muc/lao-dong-sang-tao/index.html","Labor and Creation | Articles | Nguyenlananh.com","70","https://www.nguyenlananh.com/en/bai-viet/chuyen-muc/lao-dong-sang-tao/","yes","yes","yes","1","ok"
"en/bai-viet/chuyen-muc/mon-hoc-don-dep/index.html","Decluttering Practice | Articles | Nguyenlananh.com","108","https://www.nguyenlananh.com/en/bai-viet/chuyen-muc/mon-hoc-don-dep/","yes","yes","yes","1","ok"
"en/bai-viet/co-don-khong-phai-vi-thieu-nguoi/index.html","Loneliness Is a Self-Disconnect | Nguyenlananh.com","140","https://www.nguyenlananh.com/en/bai-viet/co-don-khong-phai-vi-thieu-nguoi/","yes","yes","yes","1","ok"
"en/bai-viet/co-nguoi-can-dung-lai/index.html","Not Everyone Needs Growth, Some People Need to Pause","98","https://www.nguyenlananh.com/en/bai-viet/co-nguoi-can-dung-lai/","yes","yes","yes","1","ok"
"en/bai-viet/cong-dong-song-moi/index.html","New Living Community | Nguyenlananh.com","139","https://www.nguyenlananh.com/en/bai-viet/cong-dong-song-moi/","yes","yes","no","1","missing schema"
"en/bai-viet/dau-tu-ban-than/index.html","Investing in Yourself | Article Hub | Nguyenlananh.com","92","https://www.nguyenlananh.com/en/bai-viet/dau-tu-ban-than/","yes","yes","no","1","missing schema"
"en/bai-viet/dau-tu-ban-than-hoc-tap-nhan-thuc-cao-hon/index.html","Investing in Yourself Through Higher Awareness | Nguyenlananh.com","91","https://www.nguyenlananh.com/en/bai-viet/dau-tu-ban-than-hoc-tap-nhan-thuc-cao-hon/","yes","yes","yes","1","ok"
"en/bai-viet/dau-tu-ban-than-khong-ao-tuong-doi-doi/index.html","Investing in Yourself Without the Life-Change Illusion","154","https://www.nguyenlananh.com/en/bai-viet/dau-tu-ban-than-khong-ao-tuong-doi-doi/","yes","yes","yes","1","ok"
"en/bai-viet/dau-tu-hien-tai-tu-do-tuong-lai/index.html","Invest in the Present, Free Your Future | Nguyenlananh.com","82","https://www.nguyenlananh.com/en/bai-viet/dau-tu-hien-tai-tu-do-tuong-lai/","yes","yes","yes","1","ok"
"en/bai-viet/di-vao-ben-trong/index.html","Di vao ben trong | Bai viet | Nguyenlananh.com","75","https://www.nguyenlananh.com/en/bai-viet/di-vao-ben-trong/","yes","yes","no","1","missing schema"
"en/bai-viet/di-vao-ben-trong-giai-ma-nhung-gi-dang-van-hanh-ban/index.html","Going Inward: Decoding What Is Running You | Nguyenlananh.com","110","https://www.nguyenlananh.com/en/bai-viet/di-vao-ben-trong-giai-ma-nhung-gi-dang-van-hanh-ban/","yes","yes","no","1","missing schema"
"en/bai-viet/dieu-ban-dang-tranh/index.html","What You Avoid Is Exactly What You Need to See | Nguyenlananh.com","106","https://www.nguyenlananh.com/en/bai-viet/dieu-ban-dang-tranh/","yes","yes","yes","1","ok"
"en/bai-viet/dieu-dang-tiec-nhat-khi-ket-thuc-mot-kiep-song/index.html","The Deepest Regret at the End of a Life | Nguyenlananh.com","108","https://www.nguyenlananh.com/en/bai-viet/dieu-dang-tiec-nhat-khi-ket-thuc-mot-kiep-song/","yes","yes","yes","1","ok"
"en/bai-viet/dieu-tre-em-can-khong-chi-la-day-dung/index.html","What Children Need Is More Than Correct Instruction","126","https://www.nguyenlananh.com/en/bai-viet/dieu-tre-em-can-khong-chi-la-day-dung/","yes","yes","yes","1","ok"
"en/bai-viet/dong-chay-sang-tao-dong-chay-su-song/index.html","Creative Flow, Life Flow | Nguyenlananh.com","106","https://www.nguyenlananh.com/en/bai-viet/dong-chay-sang-tao-dong-chay-su-song/","yes","yes","yes","1","ok"
"en/bai-viet/du-an-37-ngay/index.html","The 37-Day Project | Nguyenlananh.com","88","https://www.nguyenlananh.com/en/bai-viet/du-an-37-ngay/","yes","yes","yes","1","ok"
"en/bai-viet/du-an-buoc/index.html","Project STEP | Nguyenlananh.com","94","https://www.nguyenlananh.com/en/bai-viet/du-an-buoc/","yes","yes","yes","1","ok"
"en/bai-viet/du-an-nhat-ky/index.html","Journal project | Bai viet | Nguyenlananh.com","135","https://www.nguyenlananh.com/en/bai-viet/du-an-nhat-ky/","yes","yes","no","1","missing schema"
"en/bai-viet/gan-duc-khoi-trong/index.html","Clear the Mud, Open the Source | Nguyenlananh.com","118","https://www.nguyenlananh.com/en/bai-viet/gan-duc-khoi-trong/","yes","yes","no","1","missing schema"
"en/bai-viet/gia-dinh-khong-chi-la-noi-ta-lon-len/index.html","Family Is Not Only Where We Grow Up | Nguyenlananh.com","157","https://www.nguyenlananh.com/en/bai-viet/gia-dinh-khong-chi-la-noi-ta-lon-len/","yes","yes","yes","1","ok"
"en/bai-viet/gia-tri-cuoc-doi-ban-dang-gia-bao-nhieu/index.html","How Much Is Your Life Actually Worth? | Nguyenlananh.com","79","https://www.nguyenlananh.com/en/bai-viet/gia-tri-cuoc-doi-ban-dang-gia-bao-nhieu/","yes","yes","yes","1","ok"
"en/bai-viet/gia-tri-nao-la-vinh-cuu-truoc-song-gio/index.html","What Value Endures Before Any Storm? | Nguyenlananh.com","92","https://www.nguyenlananh.com/en/bai-viet/gia-tri-nao-la-vinh-cuu-truoc-song-gio/","yes","yes","yes","1","ok"
"en/bai-viet/gia-tri-noi-tai/index.html","Inner Value | Articles | Nguyenlananh.com","77","https://www.nguyenlananh.com/en/bai-viet/gia-tri-noi-tai/","yes","yes","no","1","missing schema"
"en/bai-viet/hanh-trinh-di-vao-ben-trong/index.html","The Journey Inward | Nguyenlananh.com","97","https://www.nguyenlananh.com/en/bai-viet/hanh-trinh-di-vao-ben-trong/","yes","yes","yes","1","ok"
"en/bai-viet/he-gia-dinh-noi-phan-xa-duoc-hoc/index.html","Family Systems — Where Reactions Are Learned | Nguyenlananh.com","158","https://www.nguyenlananh.com/en/bai-viet/he-gia-dinh-noi-phan-xa-duoc-hoc/","yes","yes","yes","1","ok"
"en/bai-viet/he-gia-dinh-va-goc-re/index.html","Family System and Roots: Untangling Generational Loops","103","https://www.nguyenlananh.com/en/bai-viet/he-gia-dinh-va-goc-re/","yes","yes","yes","1","ok"
"en/bai-viet/hieu-cuoc-doi-minh/index.html","You Do Not Need to Change Your Life, You Need to Understand It","111","https://www.nguyenlananh.com/en/bai-viet/hieu-cuoc-doi-minh/","yes","yes","yes","1","ok"
"en/bai-viet/hoc-tap-sang-tao-truong-thanh/index.html","Learning, Creating, Growing | Nguyenlananh.com","108","https://www.nguyenlananh.com/en/bai-viet/hoc-tap-sang-tao-truong-thanh/","yes","yes","yes","1","ok"
"en/bai-viet/hoi-sinh-su-song-tu-su-sang-tao-nguyen-so/index.html","Reviving Life Through Original Creativity | Nguyenlananh.com","97","https://www.nguyenlananh.com/en/bai-viet/hoi-sinh-su-song-tu-su-sang-tao-nguyen-so/","yes","yes","yes","1","ok"
"en/bai-viet/im-lang-noi-ban-van-dang-ne/index.html","Silence — The Place You Keep Avoiding | Nguyenlananh.com","126","https://www.nguyenlananh.com/en/bai-viet/im-lang-noi-ban-van-dang-ne/","yes","yes","yes","1","ok"
"en/bai-viet/index.html","Articles | Nguyenlananh.com","123","https://www.nguyenlananh.com/en/bai-viet/","yes","yes","no","1","missing schema"
"en/bai-viet/ket-noi-linh-hon-vat-the/index.html","Connecting with the Soul of Objects | Nguyenlananh.com","99","https://www.nguyenlananh.com/en/bai-viet/ket-noi-linh-hon-vat-the/","yes","yes","yes","1","ok"
"en/bai-viet/ket-noi-sang-tao/index.html","Reconnecting with Creativity | Nguyenlananh.com","87","https://www.nguyenlananh.com/en/bai-viet/ket-noi-sang-tao/","yes","yes","yes","1","ok"
"en/bai-viet/khi-doi-song-bat-dau-roi-khoi-tay-minh/index.html","When Life Starts Slipping From Your Hands | Lan Anh Nguyen","137","https://www.nguyenlananh.com/en/bai-viet/khi-doi-song-bat-dau-roi-khoi-tay-minh/","yes","yes","yes","1","ok"
"en/bai-viet/khi-moi-truong-khong-con-phu-hop/index.html","When the Environment No Longer Fits | Nguyenlananh.com","85","https://www.nguyenlananh.com/en/bai-viet/khi-moi-truong-khong-con-phu-hop/","yes","yes","no","1","missing schema"
"en/bai-viet/khi-mot-goc-nha-duoc-dat-lai-dung-cho/index.html","When a Corner of Your Home Is Reset | Lan Anh Nguyen","131","https://www.nguyenlananh.com/en/bai-viet/khi-mot-goc-nha-duoc-dat-lai-dung-cho/","yes","yes","yes","1","ok"
"en/bai-viet/khoi-tu-tam/index.html","Beginning from the Core | Nguyenlananh.com","104","https://www.nguyenlananh.com/en/bai-viet/khoi-tu-tam/","yes","yes","no","1","missing schema"
"en/bai-viet/khong-phai-ban-thieu-ky-luat-ma-thieu-mot-nhip-song-that/index.html","Not Discipline You Lack — a True Rhythm | Lan Anh Nguyen","109","https://www.nguyenlananh.com/en/bai-viet/khong-phai-ban-thieu-ky-luat-ma-thieu-mot-nhip-song-that/","yes","yes","yes","1","ok"
"en/bai-viet/kien-tao-mot-doi-song-y-nghia/index.html","Designing a Meaningful Life | Nguyenlananh.com","106","https://www.nguyenlananh.com/en/bai-viet/kien-tao-mot-doi-song-y-nghia/","yes","yes","yes","1","ok"
